Wealth.index,Type.of.place.of.residence,Frequency.eats.fish,Frequency.eats.chicken.or.meat,Has.refrigerator,id
2,0,1,1,0,9185
4,0,0,0,1,9186
0,1,2,2,0,9187
4,1,1,1,0,9188
3,1,2,2,1,9189
0,1,1,1,0,9190
4,1,1,1,1,9191
0,1,1,1,0,9192
1,1,1,1,0,9193
4,0,1,2,1,9194
3,0,2,2,1,9195
1,1,0,0,0,9196
0,1,0,0,0,9197
3,1,1,1,0,9198
2,1,0,0,0,9199
3,1,0,0,1,9200
2,1,0,0,0,9201
1,1,1,1,0,9202
2,1,1,1,0,9203
1,1,0,0,0,9204
4,0,0,1,1,9205
4,0,2,2,1,9206
4,0,0,0,1,9207
4,0,0,1,1,9208
1,1,2,2,0,9209
2,1,0,0,0,9210
4,1,1,1,1,9211
4,1,1,1,1,9212
1,1,1,1,0,9213
1,1,1,1,0,9214
2,1,1,2,0,9215
1,1,1,1,0,9216
2,1,0,0,0,9217
1,1,1,1,0,9218
1,1,0,0,0,9219
1,1,1,1,0,9220
4,0,1,1,1,9221
2,1,0,0,0,9222
2,1,1,1,0,9223
0,1,1,1,0,9224
0,1,1,1,0,9225
2,1,1,1,0,9226
1,1,0,0,0,9227
0,1,0,0,0,9228
0,1,1,1,0,9229
1,1,0,0,0,9230
3,1,1,1,0,9231
4,0,0,0,1,9232
1,1,2,1,0,9233
4,1,1,1,1,9234
4,0,0,0,1,9235
3,0,0,0,1,9236
1,1,0,0,0,9237
3,1,0,0,0,9238
2,1,0,0,0,9239
0,0,2,2,0,9240
1,0,2,2,0,9241
1,0,1,1,0,9242
1,0,2,2,0,9243
1,0,2,2,0,9244
4,0,1,1,1,9245
3,0,1,2,0,9246
4,0,2,2,1,9247
3,0,2,2,0,9248
3,0,1,2,1,9249
3,1,0,0,0,9250
1,1,0,0,0,9251
4,0,2,3,1,9252
0,1,0,0,0,9253
4,0,1,2,1,9254
0,1,0,0,0,9255
0,1,0,0,0,9256
1,1,2,1,0,9257
4,0,1,1,1,9258
0,1,0,0,0,9259
2,1,2,2,0,9260
4,1,0,0,1,9261
4,0,1,1,0,9262
2,1,2,2,1,9263
3,1,1,1,0,9264
0,1,1,1,0,9265
1,1,0,0,0,9266
1,1,0,0,0,9267
0,1,0,0,0,9268
4,0,0,0,1,9269
0,0,1,1,0,9270
0,1,0,0,0,9271
2,1,0,0,0,9272
1,1,1,3,0,9273
3,0,1,1,1,9274
4,1,0,0,0,9275
3,0,0,0,1,9276
3,0,0,0,1,9277
4,0,0,0,1,9278
0,1,0,0,0,9279
3,1,0,0,0,9280
2,1,0,0,1,9281
3,1,1,1,1,9282
0,1,0,0,0,9283
3,1,1,2,1,9284
0,1,2,2,0,9285
1,1,0,0,0,9286
2,0,1,1,0,9287
1,1,1,1,0,9288
4,0,0,0,1,9289
0,1,2,1,0,9290
4,1,0,0,1,9291
1,1,0,0,0,9292
3,1,0,0,0,9293
1,1,1,1,0,9294
0,1,1,1,0,9295
4,0,1,2,1,9296
1,1,1,1,0,9297
3,1,1,1,1,9298
1,1,0,0,0,9299
0,1,2,2,0,9300
1,1,2,2,0,9301
4,1,0,0,1,9302
2,1,1,1,0,9303
1,1,1,1,0,9304
0,1,2,1,0,9305
4,0,2,2,1,9306
0,1,0,0,0,9307
3,1,0,0,1,9308
3,0,1,2,0,9309
4,0,0,0,1,9310
4,0,0,0,1,9311
3,0,1,2,0,9312
1,0,1,1,0,9313
2,0,0,0,1,9314
0,1,1,1,0,9315
2,0,2,2,0,9316
2,1,2,2,0,9317
2,1,1,1,0,9318
1,1,0,0,0,9319
1,0,1,1,0,9320
4,0,0,0,1,9321
4,0,0,0,1,9322
2,1,0,0,0,9323
0,1,1,1,0,9324
1,1,0,0,0,9325
1,1,1,1,0,9326
1,1,0,0,0,9327
1,1,0,2,0,9328
1,1,2,2,0,9329
0,1,2,1,0,9330
0,0,1,1,0,9331
3,1,1,1,0,9332
2,0,1,1,0,9333
0,1,0,0,0,9334
1,1,0,0,0,9335
2,1,0,0,0,9336
1,1,0,0,0,9337
3,1,2,2,1,9338
4,1,0,0,1,9339
0,1,1,1,0,9340
0,0,0,0,0,9341
1,1,2,1,0,9342
4,0,1,1,0,9343
4,0,1,1,1,9344
3,0,1,1,1,9345
0,1,0,0,0,9346
4,0,0,0,1,9347
3,0,1,1,0,9348
3,0,0,0,0,9349
4,0,2,2,1,9350
3,0,2,2,1,9351
4,0,1,1,1,9352
3,0,2,2,1,9353
4,0,1,1,1,9354
2,0,0,0,0,9355
1,1,1,1,0,9356
4,0,2,1,1,9357
2,1,0,1,0,9358
4,1,1,0,1,9359
2,1,0,0,0,9360
4,0,1,2,1,9361
1,1,0,0,0,9362
1,1,0,1,0,9363
4,0,2,1,1,9364
3,0,1,1,0,9365
4,0,2,1,1,9366
3,0,0,0,1,9367
4,0,0,0,1,9368
3,0,0,0,1,9369
4,1,1,2,1,9370
0,1,1,1,0,9371
4,0,2,2,1,9372
3,0,2,2,0,9373
1,1,0,0,0,9374
4,1,0,0,1,9375
2,1,0,0,0,9376
0,1,0,0,0,9377
4,0,2,2,0,9378
3,0,0,1,1,9379
0,1,1,1,0,9380
0,1,1,1,0,9381
1,1,1,1,0,9382
1,1,0,0,0,9383
0,1,2,1,0,9384
4,0,0,0,0,9385
4,0,0,0,1,9386
1,1,2,2,0,9387
0,1,1,1,0,9388
0,1,1,1,0,9389
4,0,1,1,1,9390
3,0,1,1,1,9391
4,0,1,1,1,9392
3,0,0,0,1,9393
4,0,0,0,1,9394
2,0,0,0,0,9395
3,0,2,2,0,9396
4,0,2,2,1,9397
2,1,1,1,0,9398
1,1,1,1,0,9399
3,1,0,0,0,9400
4,0,1,1,1,9401
3,0,1,2,1,9402
3,0,0,0,0,9403
3,0,1,1,0,9404
4,0,0,0,1,9405
4,0,0,0,1,9406
1,1,1,1,0,9407
2,1,0,0,1,9408
3,0,2,2,1,9409
3,0,2,2,0,9410
2,1,1,1,1,9411
4,1,1,1,1,9412
4,1,1,1,1,9413
2,1,1,1,0,9414
0,1,1,1,0,9415
4,0,0,0,1,9416
0,1,1,1,0,9417
0,1,0,0,0,9418
4,0,0,0,1,9419
4,1,0,0,1,9420
4,0,2,2,1,9421
4,0,1,3,1,9422
4,0,1,3,1,9423
4,0,1,3,1,9424
4,0,0,3,1,9425
1,1,1,1,0,9426
3,1,0,0,0,9427
0,1,1,0,0,9428
0,1,2,2,0,9429
3,0,2,2,1,9430
0,1,1,1,0,9431
0,1,1,1,0,9432
3,0,1,1,0,9433
1,1,0,0,0,9434
4,0,1,1,1,9435
3,0,0,0,1,9436
3,0,0,0,1,9437
0,1,1,1,0,9438
1,1,1,1,0,9439
0,1,0,0,0,9440
1,1,0,0,0,9441
2,1,1,2,0,9442
4,1,0,0,1,9443
2,1,2,2,0,9444
4,0,2,2,1,9445
4,0,0,0,1,9446
4,0,0,0,1,9447
1,1,1,1,0,9448
0,1,1,1,0,9449
0,1,1,1,0,9450
3,1,1,1,0,9451
0,1,1,1,0,9452
3,0,1,1,1,9453
4,1,1,1,1,9454
1,0,0,1,0,9455
3,0,0,0,0,9456
4,0,0,0,1,9457
3,0,2,2,0,9458
4,0,0,0,1,9459
4,0,0,0,1,9460
1,1,0,0,0,9461
4,1,2,2,1,9462
1,1,0,0,0,9463
2,1,2,2,0,9464
1,1,0,2,0,9465
4,0,1,1,1,9466
4,0,0,0,1,9467
4,0,0,1,1,9468
2,1,0,0,0,9469
3,0,2,2,1,9470
3,0,1,1,1,9471
3,0,0,1,0,9472
4,0,0,1,1,9473
4,0,1,2,1,9474
2,0,1,2,0,9475
3,1,0,0,1,9476
2,1,1,1,0,9477
1,1,0,0,0,9478
1,1,2,0,0,9479
2,1,2,2,0,9480
2,0,0,0,0,9481
4,0,0,0,1,9482
4,0,1,1,1,9483
4,0,1,1,1,9484
2,1,0,0,0,9485
4,0,0,0,1,9486
4,0,0,1,1,9487
4,0,1,2,1,9488
2,1,0,0,0,9489
3,0,0,0,0,9490
4,0,2,2,1,9491
4,0,1,1,1,9492
4,0,0,0,1,9493
3,1,2,2,0,9494
0,1,1,2,0,9495
0,1,0,0,0,9496
3,0,2,2,0,9497
4,0,1,1,1,9498
1,1,0,0,0,9499
3,1,2,1,0,9500
1,1,0,0,0,9501
3,1,0,0,1,9502
3,1,1,1,0,9503
1,1,1,1,0,9504
3,1,0,0,0,9505
4,0,1,1,1,9506
3,0,0,0,0,9507
4,0,0,0,0,9508
1,1,1,1,0,9509
2,1,1,1,0,9510
4,0,0,0,1,9511
1,1,0,0,0,9512
2,1,0,0,0,9513
2,1,1,1,0,9514
3,1,0,0,1,9515
0,1,1,1,0,9516
4,1,0,0,1,9517
1,1,1,1,0,9518
4,0,1,2,1,9519
4,0,0,0,1,9520
3,1,0,0,1,9521
4,1,0,1,1,9522
3,1,0,0,1,9523
0,1,1,1,0,9524
3,1,0,0,0,9525
3,1,1,2,1,9526
4,0,1,1,1,9527
2,1,2,0,0,9528
1,1,1,1,0,9529
4,1,2,2,1,9530
4,0,0,0,1,9531
4,0,0,0,1,9532
2,1,0,0,0,9533
0,1,2,1,0,9534
2,1,0,0,0,9535
2,1,1,1,0,9536
1,1,1,1,0,9537
3,0,1,2,1,9538
4,0,0,0,1,9539
3,0,0,0,1,9540
4,0,2,2,1,9541
4,0,0,0,1,9542
1,1,1,1,0,9543
3,1,1,2,0,9544
2,1,1,2,0,9545
3,0,1,1,0,9546
3,1,0,0,0,9547
2,1,2,1,1,9548
2,1,2,3,0,9549
4,1,2,2,1,9550
3,0,0,0,0,9551
1,1,1,2,0,9552
1,1,1,2,0,9553
2,1,0,0,0,9554
4,0,0,2,1,9555
3,0,0,3,0,9556
2,0,1,2,0,9557
3,0,2,3,1,9558
3,0,1,2,0,9559
3,0,1,3,1,9560
2,1,1,2,1,9561
4,0,2,2,1,9562
2,1,1,1,0,9563
2,0,1,2,0,9564
1,1,1,1,0,9565
4,0,0,0,1,9566
3,1,1,1,1,9567
0,1,1,1,0,9568
2,1,2,2,0,9569
4,0,0,0,1,9570
4,0,0,0,1,9571
0,1,0,0,0,9572
0,1,0,0,0,9573
0,1,1,1,0,9574
0,1,1,1,0,9575
0,1,1,1,0,9576
0,1,0,0,0,9577
2,0,1,1,0,9578
2,0,1,1,0,9579
4,0,1,1,0,9580
3,1,1,1,0,9581
4,1,0,0,1,9582
0,1,1,1,0,9583
2,1,1,1,0,9584
4,0,0,0,1,9585
3,0,1,1,0,9586
3,1,0,0,0,9587
3,1,0,0,1,9588
4,0,2,2,1,9589
4,0,0,0,1,9590
2,0,0,0,0,9591
2,1,0,0,0,9592
3,0,2,1,1,9593
3,0,0,0,1,9594
1,1,0,0,0,9595
4,0,1,1,1,9596
2,0,1,2,0,9597
0,1,1,0,0,9598
4,0,0,0,1,9599
4,1,0,0,0,9600
2,1,0,0,0,9601
4,0,0,0,1,9602
4,0,0,0,1,9603
2,1,1,2,0,9604
3,0,1,1,1,9605
2,1,0,0,0,9606
3,0,1,1,1,9607
4,0,0,0,1,9608
2,0,1,1,0,9609
4,0,2,2,1,9610
2,1,1,1,0,9611
2,1,1,1,0,9612
0,1,1,1,0,9613
3,0,1,2,0,9614
0,1,2,2,0,9615
1,0,1,1,0,9616
3,0,1,2,0,9617
4,0,0,0,1,9618
4,0,0,0,1,9619
1,0,1,1,0,9620
4,0,1,1,1,9621
3,0,0,0,0,9622
3,0,0,2,1,9623
1,1,1,1,0,9624
2,1,1,1,0,9625
3,0,1,2,1,9626
2,0,0,0,0,9627
1,1,0,2,0,9628
4,1,2,2,1,9629
4,0,0,0,1,9630
4,1,0,0,0,9631
4,0,1,1,1,9632
0,0,0,1,0,9633
3,1,1,1,0,9634
1,1,1,1,0,9635
3,0,1,1,1,9636
1,1,1,1,0,9637
4,0,0,0,1,9638
1,0,0,0,0,9639
1,1,2,2,0,9640
0,1,2,2,0,9641
4,0,0,0,1,9642
4,0,0,1,1,9643
4,1,0,0,1,9644
0,1,1,2,0,9645
1,1,2,2,0,9646
0,0,1,2,0,9647
4,1,0,0,1,9648
4,1,0,0,1,9649
4,1,0,0,1,9650
2,1,1,1,0,9651
4,0,1,1,1,9652
3,1,0,0,0,9653
1,1,1,1,0,9654
4,1,0,0,1,9655
3,1,0,0,1,9656
0,1,2,2,0,9657
4,1,0,0,1,9658
0,1,0,0,0,9659
4,0,0,0,1,9660
4,0,0,0,1,9661
4,1,1,2,1,9662
3,1,2,2,0,9663
4,1,0,0,1,9664
4,0,1,1,1,9665
3,0,0,0,0,9666
3,0,1,2,0,9667
4,0,1,2,1,9668
4,0,1,1,1,9669
4,0,1,2,1,9670
4,0,1,2,1,9671
1,1,1,1,0,9672
3,1,0,0,0,9673
4,1,1,1,1,9674
0,1,0,0,0,9675
2,1,2,2,0,9676
1,1,0,1,0,9677
4,1,0,0,0,9678
1,1,0,0,0,9679
3,1,1,1,0,9680
4,1,0,0,1,9681
0,1,2,2,0,9682
3,0,1,2,1,9683
3,0,0,1,1,9684
4,0,0,0,1,9685
4,0,1,2,1,9686
4,1,0,0,1,9687
2,1,1,1,0,9688
0,1,1,1,0,9689
4,1,0,0,1,9690
1,1,0,0,0,9691
0,1,1,1,0,9692
3,0,0,0,0,9693
4,0,2,2,1,9694
4,0,0,0,1,9695
0,1,1,1,0,9696
2,1,0,0,0,9697
2,1,0,0,0,9698
4,0,0,2,1,9699
4,0,2,0,1,9700
1,1,0,0,0,9701
1,1,0,0,0,9702
2,1,0,0,1,9703
2,0,0,0,1,9704
1,1,0,0,0,9705
3,1,2,1,1,9706
1,1,1,1,0,9707
3,1,0,0,0,9708
4,1,0,0,0,9709
4,0,2,2,1,9710
4,0,0,0,1,9711
4,0,0,0,1,9712
4,0,2,2,1,9713
4,0,0,0,1,9714
4,0,0,0,1,9715
2,1,0,0,1,9716
2,1,0,2,1,9717
2,1,0,0,0,9718
2,1,0,0,0,9719
4,0,0,0,1,9720
4,0,0,1,1,9721
4,0,0,0,0,9722
3,1,1,1,0,9723
1,1,1,1,0,9724
0,1,0,0,0,9725
2,1,1,1,1,9726
1,1,0,0,0,9727
3,1,0,0,0,9728
2,0,1,2,0,9729
3,0,0,2,1,9730
4,0,0,0,1,9731
4,0,1,1,1,9732
4,0,1,1,1,9733
4,0,0,0,0,9734
3,1,2,2,0,9735
4,0,0,0,1,9736
3,0,1,1,0,9737
3,0,1,1,1,9738
0,0,0,1,0,9739
2,1,2,2,0,9740
1,1,0,0,0,9741
1,1,0,0,0,9742
1,1,0,0,0,9743
1,1,2,1,0,9744
1,1,2,2,0,9745
2,1,0,0,0,9746
4,0,0,0,1,9747
2,1,0,0,0,9748
2,1,0,0,0,9749
4,0,0,0,1,9750
3,1,1,1,0,9751
4,0,1,1,1,9752
4,1,1,1,1,9753
1,1,0,0,0,9754
2,1,2,2,0,9755
1,1,1,1,0,9756
4,0,0,0,1,9757
4,0,2,2,1,9758
4,0,2,2,1,9759
4,0,2,2,1,9760
4,0,2,2,1,9761
4,0,2,2,1,9762
3,0,2,2,0,9763
3,0,1,1,0,9764
4,0,1,2,1,9765
4,1,0,0,1,9766
4,0,0,0,1,9767
4,0,0,1,1,9768
4,0,1,1,0,9769
4,0,1,1,0,9770
1,0,1,1,0,9771
0,1,2,1,0,9772
0,1,0,0,0,9773
4,0,1,1,1,9774
3,0,2,1,0,9775
3,0,1,1,0,9776
2,0,1,1,0,9777
4,0,0,0,1,9778
0,1,2,2,0,9779
0,1,2,2,0,9780
3,1,1,0,1,9781
4,0,0,0,1,9782
1,1,1,2,0,9783
4,0,1,2,1,9784
4,0,1,0,1,9785
2,1,1,1,0,9786
3,0,0,0,0,9787
4,0,1,3,1,9788
4,0,1,2,1,9789
2,0,1,1,0,9790
4,1,0,0,1,9791
0,1,0,0,0,9792
0,1,0,0,0,9793
1,1,1,1,0,9794
0,1,0,0,0,9795
3,0,1,1,0,9796
3,0,1,2,0,9797
4,0,1,2,1,9798
4,0,1,2,1,9799
2,1,1,1,0,9800
1,1,0,0,0,9801
0,1,1,1,0,9802
0,1,1,1,0,9803
0,1,1,1,0,9804
4,0,0,0,1,9805
4,0,1,1,1,9806
3,1,0,0,1,9807
2,1,0,0,0,9808
4,0,0,0,1,9809
2,1,1,1,0,9810
4,0,1,1,1,9811
4,0,1,1,1,9812
4,0,1,1,1,9813
4,0,0,0,1,9814
4,1,0,0,1,9815
3,1,0,0,1,9816
1,1,0,1,0,9817
3,1,1,2,1,9818
2,1,0,1,0,9819
0,1,1,1,0,9820
0,1,1,1,0,9821
3,0,1,2,1,9822
3,1,0,0,1,9823
1,1,1,1,0,9824
3,0,1,2,1,9825
3,0,1,2,1,9826
4,1,1,2,1,9827
3,0,0,0,0,9828
3,0,0,0,0,9829
3,1,0,0,1,9830
4,1,0,0,1,9831
1,1,0,0,0,9832
4,1,0,0,0,9833
0,0,1,1,0,9834
0,1,2,1,0,9835
1,1,1,1,0,9836
2,1,0,1,0,9837
2,1,1,1,0,9838
1,1,1,2,0,9839
2,1,1,1,0,9840
2,0,0,0,0,9841
0,1,0,1,0,9842
3,0,0,0,0,9843
4,0,0,0,1,9844
4,0,0,0,1,9845
4,0,0,0,1,9846
4,0,0,0,1,9847
4,0,0,0,1,9848
4,0,0,0,1,9849
2,0,0,0,0,9850
3,1,1,1,0,9851
1,1,0,0,0,9852
3,1,0,0,0,9853
3,1,0,0,1,9854
1,1,1,1,0,9855
1,1,1,1,0,9856
3,1,0,0,0,9857
3,1,1,1,0,9858
0,1,1,1,0,9859
2,1,2,2,0,9860
2,1,1,1,0,9861
1,1,0,0,0,9862
3,1,0,0,0,9863
3,0,0,0,0,9864
1,0,0,1,0,9865
1,0,1,1,0,9866
3,0,0,0,1,9867
1,1,1,1,0,9868
0,0,0,0,0,9869
2,1,0,0,0,9870
2,1,1,1,0,9871
1,1,1,1,0,9872
1,1,0,1,0,9873
1,1,0,0,0,9874
4,0,0,0,1,9875
2,0,1,1,0,9876
4,0,0,0,1,9877
4,0,0,0,0,9878
4,0,0,0,0,9879
4,0,0,0,1,9880
4,0,2,2,1,9881
4,1,1,1,1,9882
3,1,2,2,0,9883
3,0,2,2,0,9884
4,0,0,0,1,9885
4,1,0,0,1,9886
1,1,1,1,0,9887
4,0,0,0,1,9888
0,0,0,0,0,9889
1,1,1,1,0,9890
4,0,0,0,1,9891
4,0,0,0,1,9892
1,1,0,0,0,9893
2,1,0,0,0,9894
4,1,2,2,1,9895
2,1,0,0,1,9896
4,0,1,1,1,9897
4,0,0,0,1,9898
2,1,1,1,0,9899
4,0,2,2,1,9900
4,0,0,0,1,9901
4,1,1,1,1,9902
3,1,0,0,1,9903
4,0,0,0,1,9904
3,1,2,2,0,9905
4,0,0,0,1,9906
3,0,1,1,1,9907
4,0,1,1,0,9908
3,0,2,2,1,9909
3,1,3,2,1,9910
3,1,0,0,1,9911
4,0,0,0,1,9912
4,0,1,1,1,9913
4,0,0,0,1,9914
1,1,1,1,0,9915
3,1,0,0,1,9916
4,0,1,1,1,9917
2,0,2,2,0,9918
2,1,1,1,0,9919
0,1,1,1,0,9920
3,1,0,1,0,9921
4,0,1,2,0,9922
2,1,1,1,0,9923
2,1,1,1,0,9924
3,0,2,2,1,9925
4,0,1,1,1,9926
3,0,1,1,0,9927
4,0,0,1,1,9928
4,0,0,0,1,9929
4,1,0,0,1,9930
3,1,1,1,1,9931
4,0,0,0,1,9932
1,1,0,0,0,9933
3,1,1,1,0,9934
4,1,2,1,1,9935
3,1,2,2,1,9936
2,1,1,1,0,9937
4,0,1,1,1,9938
2,1,1,1,0,9939
2,1,1,1,0,9940
4,0,2,2,1,9941
4,0,1,1,1,9942
4,0,0,0,1,9943
4,0,0,0,1,9944
4,0,0,0,1,9945
2,1,2,2,1,9946
3,1,1,2,1,9947
3,1,2,2,1,9948
4,1,2,2,1,9949
2,1,2,2,0,9950
4,0,0,0,1,9951
3,1,0,0,1,9952
3,1,0,0,0,9953
3,0,1,1,0,9954
3,0,0,0,0,9955
2,1,1,0,0,9956
2,1,0,0,0,9957
2,1,0,0,0,9958
4,0,2,2,1,9959
3,1,1,1,0,9960
1,1,1,1,0,9961
1,1,1,1,0,9962
4,1,0,0,1,9963
1,1,2,2,0,9964
3,0,1,0,1,9965
2,1,2,2,0,9966
3,1,1,1,0,9967
4,1,2,1,1,9968
3,1,0,0,0,9969
4,1,0,0,1,9970
4,0,1,1,1,9971
4,0,0,0,1,9972
4,0,1,1,1,9973
3,1,2,1,0,9974
4,1,0,0,1,9975
3,1,0,1,1,9976
1,1,0,0,0,9977
2,0,3,3,1,9978
1,0,1,1,0,9979
4,0,1,1,1,9980
4,0,1,1,1,9981
4,0,1,1,1,9982
4,0,1,1,0,9983
4,0,1,1,1,9984
4,0,0,0,1,9985
4,0,0,0,1,9986
4,0,0,1,1,9987
4,1,1,1,1,9988
4,0,1,1,1,9989
4,0,1,1,0,9990
4,1,0,0,1,9991
4,0,2,2,1,9992
4,0,1,1,1,9993
4,0,0,1,1,9994
3,0,1,1,1,9995
1,0,1,1,0,9996
0,0,0,0,0,9997
4,0,0,0,1,9998
1,1,1,1,0,9999
2,1,1,1,0,10000
2,1,0,0,0,10001
3,0,0,0,0,10002
3,0,1,2,1,10003
2,1,1,2,0,10004
4,0,0,0,1,10005
3,1,0,0,1,10006
3,1,1,1,1,10007
3,0,0,0,1,10008
2,0,0,0,1,10009
4,1,1,1,1,10010
0,1,0,0,0,10011
1,1,0,0,0,10012
4,0,0,1,1,10013
4,0,0,0,1,10014
2,1,0,0,0,10015
3,1,1,1,1,10016
3,1,2,2,0,10017
3,0,1,1,0,10018
3,1,0,0,0,10019
3,1,0,0,1,10020
1,1,1,1,0,10021
3,0,1,1,0,10022
4,1,0,0,1,10023
4,1,1,1,1,10024
4,1,0,2,1,10025
1,1,1,1,0,10026
4,1,1,1,1,10027
4,1,2,2,1,10028
4,0,1,1,1,10029
2,1,1,1,0,10030
4,0,2,2,1,10031
4,0,0,0,1,10032
4,0,0,0,1,10033
2,1,0,0,0,10034
4,0,0,0,1,10035
4,0,1,1,1,10036
4,0,1,1,1,10037
4,0,0,0,1,10038
2,1,1,2,0,10039
1,1,0,0,0,10040
2,1,1,1,0,10041
2,1,0,0,0,10042
4,1,0,0,1,10043
1,1,0,0,0,10044
1,1,0,0,0,10045
0,1,0,0,0,10046
1,1,1,1,0,10047
3,1,0,0,0,10048
4,1,0,0,1,10049
4,0,0,0,1,10050
3,0,1,2,1,10051
2,0,1,1,0,10052
4,0,1,1,1,10053
3,0,2,2,0,10054
3,0,1,2,1,10055
4,0,1,1,1,10056
1,0,2,1,0,10057
1,1,1,1,0,10058
4,1,0,0,1,10059
4,1,0,1,1,10060
1,1,0,0,0,10061
1,1,1,1,0,10062
1,1,0,1,0,10063
3,1,0,0,1,10064
4,0,1,1,1,10065
4,0,0,0,1,10066
3,0,1,1,1,10067
4,1,1,1,1,10068
4,1,0,0,1,10069
2,1,1,1,0,10070
4,0,1,2,1,10071
4,0,1,1,1,10072
4,0,0,0,1,10073
4,0,0,0,1,10074
2,1,1,1,0,10075
1,1,0,0,0,10076
3,1,0,0,1,10077
1,1,1,1,0,10078
4,1,1,1,1,10079
1,1,0,1,0,10080
4,0,0,0,1,10081
1,1,0,0,0,10082
4,1,1,2,1,10083
2,1,2,1,0,10084
3,0,2,1,0,10085
4,0,2,1,1,10086
4,0,0,0,1,10087
2,1,1,1,0,10088
3,1,3,3,0,10089
2,1,3,3,0,10090
2,0,0,1,0,10091
4,0,1,1,1,10092
4,0,0,0,1,10093
4,0,0,0,1,10094
3,1,1,1,0,10095
3,1,1,1,0,10096
2,1,1,1,0,10097
3,0,0,0,1,10098
3,1,2,1,0,10099
3,1,0,0,1,10100
4,0,0,1,1,10101
4,1,0,0,1,10102
4,0,1,2,1,10103
4,0,1,1,0,10104
4,1,0,0,1,10105
4,0,0,0,1,10106
4,1,2,2,1,10107
2,1,1,2,0,10108
4,0,0,0,1,10109
4,0,1,3,1,10110
3,0,2,2,1,10111
2,0,1,1,0,10112
4,0,1,1,1,10113
4,0,1,1,1,10114
4,0,2,1,1,10115
4,0,0,0,1,10116
1,1,0,1,0,10117
3,1,1,1,0,10118
4,1,1,1,1,10119
4,0,1,1,1,10120
4,0,1,1,1,10121
4,1,0,0,1,10122
2,1,0,0,0,10123
4,0,2,3,1,10124
4,0,0,0,1,10125
4,0,0,0,1,10126
4,0,0,0,1,10127
4,0,0,1,0,10128
2,0,0,1,0,10129
2,1,2,2,0,10130
4,0,0,0,1,10131
4,0,0,0,1,10132
3,0,2,2,1,10133
2,1,1,1,1,10134
3,0,1,1,1,10135
4,0,1,1,1,10136
3,1,0,0,1,10137
4,1,2,1,1,10138
4,0,1,1,0,10139
3,1,2,1,1,10140
4,0,0,0,1,10141
2,1,0,0,0,10142
4,0,0,0,1,10143
3,0,0,0,1,10144
4,1,1,1,1,10145
4,1,1,1,1,10146
2,1,1,1,0,10147
4,0,1,1,1,10148
4,0,1,2,1,10149
4,1,1,1,1,10150
4,1,1,1,1,10151
4,1,1,1,1,10152
2,1,1,1,0,10153
2,1,1,1,0,10154
2,1,1,1,0,10155
1,1,0,0,0,10156
4,0,0,0,1,10157
4,0,0,1,1,10158
4,1,0,0,1,10159
4,1,0,0,1,10160
4,0,1,1,1,10161
4,0,0,0,1,10162
4,0,0,1,1,10163
4,1,0,0,1,10164
4,0,2,1,1,10165
3,0,1,1,0,10166
2,1,0,0,0,10167
1,1,1,1,0,10168
3,0,0,1,0,10169
3,0,1,1,1,10170
1,1,0,0,0,10171
3,0,0,1,0,10172
4,0,1,2,1,10173
4,0,1,1,1,10174
3,1,1,1,0,10175
3,1,0,0,1,10176
2,0,0,0,0,10177
3,0,2,1,0,10178
3,1,0,1,0,10179
4,0,0,0,1,10180
4,0,2,2,1,10181
3,0,1,1,0,10182
3,0,2,2,1,10183
3,0,2,1,1,10184
3,0,0,2,1,10185
4,1,0,0,1,10186
4,1,1,1,1,10187
4,1,1,1,1,10188
4,0,0,0,1,10189
3,1,3,2,0,10190
1,1,2,2,0,10191
3,1,3,0,0,10192
2,1,1,1,0,10193
2,1,3,2,0,10194
1,1,2,1,0,10195
1,1,2,1,0,10196
3,0,2,2,0,10197
1,1,2,1,0,10198
2,1,2,2,0,10199
1,1,2,1,0,10200
0,1,2,1,0,10201
2,1,2,2,0,10202
2,1,2,2,0,10203
3,0,2,1,0,10204
4,0,2,2,1,10205
2,0,2,1,0,10206
1,1,2,1,0,10207
4,0,2,2,1,10208
2,1,2,1,0,10209
3,0,2,2,1,10210
3,0,2,1,1,10211
4,0,2,2,1,10212
1,1,3,1,0,10213
0,1,3,2,0,10214
0,1,2,1,0,10215
0,1,2,0,0,10216
1,1,2,1,0,10217
1,1,2,2,0,10218
2,0,2,1,0,10219
0,1,2,1,0,10220
0,1,2,1,0,10221
3,1,2,2,1,10222
1,1,2,2,0,10223
4,0,3,1,1,10224
3,1,2,1,0,10225
1,1,2,2,0,10226
3,0,1,2,0,10227
2,1,2,2,0,10228
0,1,2,2,0,10229
3,1,3,1,0,10230
1,1,2,2,0,10231
0,1,2,1,0,10232
3,0,3,2,0,10233
2,0,2,2,0,10234
3,0,2,2,0,10235
4,0,3,1,1,10236
3,0,2,2,1,10237
3,0,2,2,0,10238
1,1,2,1,0,10239
2,0,2,3,1,10240
3,0,2,1,0,10241
3,0,2,2,1,10242
2,0,2,1,0,10243
1,1,3,2,0,10244
1,1,2,2,0,10245
4,1,1,1,1,10246
0,1,2,0,0,10247
1,1,2,1,0,10248
3,1,2,1,1,10249
0,1,2,1,0,10250
2,1,2,2,0,10251
2,0,2,1,0,10252
3,0,2,2,1,10253
0,1,2,2,0,10254
2,1,2,2,0,10255
2,1,2,1,0,10256
