Wealth.index,Type.of.place.of.residence,Frequency.eats.fish,Frequency.eats.chicken.or.meat,Has.refrigerator,id
2,1,1,1,0,4162
0,1,0,0,0,4163
4,1,1,1,1,4164
3,1,1,1,0,4165
2,1,1,2,0,4166
3,1,2,2,1,4167
1,1,1,1,0,4168
2,0,2,2,0,4169
4,0,1,1,1,4170
4,0,2,2,1,4171
4,0,1,1,1,4172
4,0,1,1,0,4173
1,1,1,2,0,4174
4,1,1,2,1,4175
3,0,0,0,1,4176
4,1,2,2,1,4177
3,1,0,0,1,4178
3,1,0,0,0,4179
2,0,0,1,0,4180
3,1,2,2,1,4181
2,1,2,2,0,4182
4,0,1,2,1,4183
3,0,1,1,1,4184
4,0,2,2,1,4185
3,0,0,0,0,4186
4,0,0,0,1,4187
4,0,2,2,1,4188
4,0,1,1,0,4189
2,1,0,0,0,4190
0,1,2,2,0,4191
2,0,2,2,0,4192
3,1,2,2,0,4193
3,0,1,1,1,4194
3,1,2,1,1,4195
1,1,0,0,0,4196
1,1,1,1,0,4197
4,0,0,0,0,4198
2,1,2,2,0,4199
2,0,2,2,0,4200
2,1,1,1,0,4201
4,0,1,2,1,4202
4,0,0,0,0,4203
4,0,0,0,1,4204
3,1,2,2,1,4205
3,0,2,2,0,4206
3,0,1,1,0,4207
2,0,2,2,0,4208
4,0,2,1,1,4209
1,1,1,1,0,4210
3,0,0,0,0,4211
3,1,3,3,0,4212
1,1,0,0,0,4213
3,1,2,2,0,4214
2,1,1,1,0,4215
4,0,1,1,1,4216
1,0,0,1,0,4217
4,0,1,1,1,4218
4,0,1,1,1,4219
4,1,0,1,1,4220
4,0,2,2,1,4221
3,1,0,0,0,4222
3,1,0,0,1,4223
4,0,1,1,1,4224
4,0,0,0,1,4225
1,1,0,0,0,4226
1,1,1,1,0,4227
2,0,0,0,0,4228
4,0,1,2,1,4229
4,0,0,0,1,4230
3,1,1,1,1,4231
4,1,1,1,1,4232
2,1,0,0,0,4233
1,1,1,2,0,4234
3,1,2,2,0,4235
3,0,1,2,1,4236
3,1,1,1,1,4237
1,1,0,0,0,4238
3,1,1,1,0,4239
3,0,1,2,1,4240
3,0,2,1,1,4241
2,1,0,0,0,4242
0,1,0,0,0,4243
4,0,0,0,1,4244
4,0,1,1,1,4245
4,0,1,1,1,4246
4,1,1,1,1,4247
4,0,2,2,1,4248
1,1,0,0,0,4249
4,1,1,1,1,4250
4,0,0,0,1,4251
3,0,2,2,0,4252
1,1,2,2,0,4253
4,0,0,0,1,4254
2,0,1,2,0,4255
2,0,2,2,1,4256
1,1,1,0,0,4257
2,1,2,2,0,4258
3,0,1,1,0,4259
4,0,1,1,1,4260
4,0,1,2,1,4261
4,0,2,2,1,4262
4,0,0,2,1,4263
3,1,0,0,0,4264
3,1,0,0,1,4265
4,0,0,0,1,4266
4,0,2,2,1,4267
4,0,1,2,1,4268
3,1,2,2,0,4269
3,1,1,1,1,4270
3,0,0,0,1,4271
2,1,2,2,0,4272
1,0,0,2,0,4273
3,1,0,0,0,4274
3,0,0,0,1,4275
3,1,1,1,1,4276
2,1,1,1,0,4277
3,1,0,0,0,4278
4,0,0,0,1,4279
3,1,1,1,1,4280
3,0,2,2,1,4281
3,0,2,2,0,4282
3,0,2,2,1,4283
3,1,2,2,1,4284
3,1,0,2,0,4285
3,1,2,2,1,4286
3,1,2,2,1,4287
3,0,2,2,1,4288
4,0,1,2,1,4289
1,1,2,2,0,4290
2,1,1,1,0,4291
2,0,1,1,0,4292
3,0,2,2,0,4293
2,1,1,2,0,4294
1,0,2,1,0,4295
3,0,1,1,1,4296
3,0,1,1,0,4297
2,1,2,2,1,4298
4,1,0,0,1,4299
3,0,0,0,0,4300
4,0,1,2,1,4301
2,1,2,2,0,4302
2,1,1,2,0,4303
1,1,1,2,0,4304
2,1,2,2,0,4305
4,0,2,2,1,4306
4,0,1,2,1,4307
4,0,0,0,1,4308
3,0,2,2,0,4309
4,0,0,0,1,4310
3,1,1,1,0,4311
2,1,2,2,0,4312
3,1,1,1,1,4313
3,0,0,0,1,4314
4,0,1,2,1,4315
4,0,0,0,1,4316
4,0,0,0,1,4317
1,1,1,1,0,4318
2,1,1,2,0,4319
1,1,1,1,0,4320
4,1,1,2,1,4321
4,0,1,2,1,4322
3,1,2,2,1,4323
4,0,1,2,0,4324
4,0,1,2,1,4325
4,0,0,0,1,4326
0,0,2,2,0,4327
4,1,1,2,0,4328
2,1,1,1,0,4329
3,1,2,2,0,4330
3,1,1,2,0,4331
3,1,1,2,0,4332
4,0,0,0,1,4333
4,0,1,1,1,4334
4,0,1,2,1,4335
3,0,2,2,1,4336
4,0,2,2,1,4337
4,0,2,2,1,4338
3,0,2,2,0,4339
3,0,2,2,0,4340
2,0,2,2,0,4341
2,1,2,2,0,4342
2,1,2,2,0,4343
4,0,2,2,1,4344
3,0,1,2,0,4345
3,1,1,2,0,4346
4,1,1,2,0,4347
3,0,2,2,0,4348
4,0,1,1,0,4349
4,0,1,1,1,4350
3,0,1,2,0,4351
4,1,2,1,1,4352
4,0,0,0,1,4353
2,1,2,2,0,4354
1,1,2,2,0,4355
3,1,0,0,1,4356
4,0,2,2,1,4357
2,1,2,2,0,4358
1,1,1,2,0,4359
3,0,2,2,0,4360
3,0,2,2,0,4361
3,0,0,2,1,4362
4,0,2,2,1,4363
3,0,1,1,0,4364
4,0,1,1,1,4365
4,0,2,2,1,4366
3,1,1,2,0,4367
2,1,2,2,0,4368
4,1,0,0,1,4369
3,1,1,2,1,4370
3,1,1,2,1,4371
3,1,2,1,0,4372
3,1,1,2,0,4373
3,0,1,1,0,4374
2,1,2,2,0,4375
3,1,1,1,1,4376
0,1,1,2,0,4377
4,1,0,0,1,4378
4,1,1,1,1,4379
4,1,1,1,1,4380
3,1,2,2,1,4381
4,0,0,0,1,4382
2,1,2,2,1,4383
1,1,0,0,0,4384
4,0,2,2,1,4385
3,0,1,1,0,4386
1,1,0,2,0,4387
4,0,2,1,1,4388
3,1,2,2,1,4389
3,1,2,2,0,4390
3,1,2,1,0,4391
1,0,2,2,0,4392
2,0,1,1,0,4393
4,0,2,2,1,4394
4,0,2,2,1,4395
4,1,1,1,1,4396
3,1,1,2,1,4397
3,1,0,1,1,4398
2,1,2,1,0,4399
2,1,1,1,0,4400
0,1,2,2,0,4401
2,1,2,1,0,4402
3,1,0,1,1,4403
1,1,1,1,0,4404
4,1,1,1,1,4405
3,1,0,2,1,4406
4,0,0,1,1,4407
4,0,2,1,1,4408
4,0,1,2,1,4409
4,0,1,2,1,4410
4,0,1,2,1,4411
4,0,1,1,1,4412
3,1,2,1,0,4413
4,1,1,2,1,4414
2,1,1,1,0,4415
4,1,2,2,1,4416
2,1,2,2,0,4417
4,0,0,0,0,4418
2,1,1,2,0,4419
3,0,1,2,1,4420
4,1,2,2,1,4421
2,1,2,2,0,4422
2,1,2,2,0,4423
3,0,1,2,0,4424
3,0,2,1,0,4425
1,1,2,2,0,4426
1,1,1,1,0,4427
2,1,1,2,0,4428
3,0,1,2,0,4429
4,0,1,1,1,4430
4,0,0,0,0,4431
3,1,1,1,0,4432
4,1,2,2,0,4433
4,1,2,2,1,4434
4,1,2,2,0,4435
4,1,1,1,0,4436
3,1,0,2,0,4437
3,1,1,2,1,4438
3,1,0,0,1,4439
3,1,2,2,0,4440
4,0,1,2,1,4441
4,0,2,1,1,4442
3,0,1,1,1,4443
3,0,0,2,0,4444
1,1,2,1,0,4445
4,1,0,1,1,4446
3,0,2,1,0,4447
3,0,0,0,0,4448
4,0,1,2,1,4449
3,0,2,2,1,4450
3,0,3,2,1,4451
4,0,0,0,1,4452
3,1,1,1,0,4453
4,0,2,2,1,4454
2,1,2,2,0,4455
4,1,2,2,1,4456
4,1,0,0,1,4457
4,1,0,0,1,4458
4,0,1,2,1,4459
4,0,1,1,1,4460
4,0,1,1,1,4461
4,0,2,2,1,4462
4,0,0,0,1,4463
3,0,1,2,0,4464
3,0,1,2,0,4465
4,1,2,2,1,4466
3,1,2,2,0,4467
3,1,0,0,0,4468
3,1,1,1,0,4469
4,0,1,1,0,4470
4,0,0,1,1,4471
4,0,1,1,1,4472
2,0,1,2,0,4473
4,0,2,1,1,4474
4,0,2,2,1,4475
4,0,1,2,1,4476
4,0,2,2,1,4477
4,0,0,1,1,4478
3,0,1,2,0,4479
3,1,1,1,0,4480
4,1,0,0,1,4481
3,0,2,2,0,4482
4,0,2,2,1,4483
2,1,1,1,0,4484
4,0,2,2,1,4485
3,0,1,1,0,4486
3,1,2,1,0,4487
2,1,2,2,0,4488
2,1,1,2,0,4489
1,1,1,1,0,4490
0,1,1,1,0,4491
2,1,2,2,0,4492
4,0,0,0,1,4493
3,0,1,1,0,4494
3,1,2,2,0,4495
3,1,1,2,1,4496
3,1,2,2,0,4497
3,1,2,1,0,4498
4,1,2,2,1,4499
2,1,2,2,0,4500
0,0,1,1,0,4501
3,0,0,0,1,4502
4,0,1,2,1,4503
3,0,1,1,0,4504
3,1,3,2,1,4505
2,1,3,0,1,4506
4,0,2,2,1,4507
4,0,1,2,0,4508
4,0,1,2,1,4509
3,0,1,2,0,4510
3,0,2,2,0,4511
4,0,1,2,0,4512
3,0,1,2,0,4513
3,1,1,2,0,4514
1,1,2,2,0,4515
1,1,1,1,0,4516
3,1,2,2,1,4517
1,1,2,2,0,4518
3,1,1,2,0,4519
3,0,1,1,0,4520
1,0,1,1,0,4521
4,0,2,2,1,4522
3,0,1,2,1,4523
2,1,2,2,1,4524
4,0,1,2,0,4525
4,0,1,2,1,4526
4,1,2,2,1,4527
4,0,2,2,1,4528
3,1,2,2,0,4529
3,1,0,0,0,4530
4,0,1,2,0,4531
2,1,1,1,0,4532
3,1,2,2,1,4533
3,1,2,2,0,4534
4,0,2,2,1,4535
4,0,2,2,1,4536
4,0,2,2,1,4537
4,0,2,2,1,4538
1,1,2,2,0,4539
2,1,1,2,0,4540
4,1,0,2,1,4541
4,0,1,2,1,4542
2,1,2,2,0,4543
2,1,1,1,0,4544
3,1,2,2,0,4545
3,1,2,2,0,4546
3,1,2,2,0,4547
4,0,2,2,1,4548
4,0,0,0,1,4549
4,1,2,2,1,4550
3,1,1,1,1,4551
3,1,1,2,1,4552
4,1,1,2,0,4553
1,1,1,2,0,4554
3,0,2,2,0,4555
4,0,1,1,1,4556
4,0,0,0,1,4557
4,0,1,2,1,4558
0,1,1,1,0,4559
4,0,2,2,1,4560
3,0,0,2,1,4561
4,0,0,2,1,4562
3,0,1,1,1,4563
1,1,1,2,0,4564
4,1,1,2,1,4565
4,0,1,1,1,4566
3,1,2,2,0,4567
2,1,0,0,0,4568
4,1,1,2,0,4569
4,0,1,2,1,4570
1,1,2,2,0,4571
2,1,0,0,0,4572
4,1,1,1,1,4573
1,1,1,1,0,4574
2,1,1,2,0,4575
2,1,3,2,1,4576
2,0,1,2,0,4577
4,0,2,2,1,4578
2,1,0,0,0,4579
0,1,1,0,0,4580
2,1,2,2,0,4581
1,1,1,3,0,4582
1,0,3,2,0,4583
2,1,0,0,1,4584
2,1,1,1,0,4585
3,0,2,2,0,4586
3,0,2,1,1,4587
0,0,1,1,0,4588
2,1,1,2,0,4589
3,1,1,1,1,4590
1,0,1,1,0,4591
2,0,2,2,1,4592
2,1,2,1,0,4593
0,1,1,1,0,4594
4,0,2,1,1,4595
4,1,1,1,1,4596
2,0,2,2,0,4597
2,0,3,2,0,4598
0,0,1,1,0,4599
4,0,2,1,1,4600
2,0,1,1,0,4601
2,1,1,1,0,4602
1,0,1,1,0,4603
1,1,3,2,0,4604
3,0,2,2,1,4605
2,0,1,1,0,4606
1,0,2,1,0,4607
2,0,3,0,0,4608
2,1,2,1,0,4609
4,0,3,2,1,4610
2,1,1,2,0,4611
2,1,1,2,0,4612
2,1,3,2,0,4613
4,0,1,2,1,4614
1,1,2,2,0,4615
3,1,2,1,1,4616
4,0,1,1,1,4617
2,1,1,1,0,4618
1,1,2,2,0,4619
2,1,2,2,0,4620
1,0,1,1,0,4621
3,0,3,2,0,4622
2,1,1,1,0,4623
1,1,1,2,0,4624
0,0,1,2,0,4625
2,1,2,2,0,4626
4,0,2,1,1,4627
4,0,3,0,1,4628
3,0,3,0,1,4629
3,0,2,0,0,4630
2,1,1,1,0,4631
2,0,2,1,0,4632
2,0,3,2,0,4633
3,0,3,2,0,4634
3,0,2,2,1,4635
1,0,1,2,0,4636
2,0,1,2,0,4637
4,0,1,1,1,4638
4,0,2,2,1,4639
4,0,2,1,1,4640
3,1,3,1,1,4641
2,1,2,2,0,4642
2,1,2,2,0,4643
1,1,1,1,0,4644
4,1,3,2,1,4645
3,1,2,1,1,4646
2,0,2,0,0,4647
1,1,3,1,0,4648
2,0,2,1,0,4649
1,0,2,2,0,4650
0,1,2,2,0,4651
3,0,2,2,1,4652
2,0,1,1,0,4653
1,0,2,2,0,4654
1,0,2,1,0,4655
4,1,2,2,1,4656
2,0,2,2,0,4657
3,1,3,2,0,4658
2,1,2,1,0,4659
2,1,1,1,0,4660
4,0,1,1,1,4661
2,0,1,1,1,4662
2,1,2,1,0,4663
0,1,2,2,0,4664
2,1,1,1,0,4665
1,0,1,1,0,4666
2,1,2,1,0,4667
4,1,3,2,1,4668
2,1,3,2,0,4669
1,0,1,2,0,4670
4,1,2,2,1,4671
1,1,2,1,0,4672
2,0,2,0,0,4673
2,0,2,2,0,4674
1,1,1,1,0,4675
4,1,3,1,1,4676
3,0,1,1,1,4677
4,0,3,0,1,4678
3,1,2,1,1,4679
2,1,3,1,0,4680
3,0,2,1,0,4681
3,0,2,1,0,4682
1,1,2,2,0,4683
4,1,2,2,1,4684
3,0,3,2,0,4685
1,1,2,1,0,4686
1,1,2,2,0,4687
1,1,2,1,0,4688
3,0,3,1,0,4689
4,0,3,1,1,4690
2,0,2,2,0,4691
2,0,1,1,0,4692
2,1,3,1,0,4693
3,0,2,2,0,4694
2,1,1,1,0,4695
2,0,3,1,0,4696
1,1,1,1,0,4697
3,1,2,1,0,4698
0,1,0,1,0,4699
2,1,0,0,0,4700
2,1,1,2,1,4701
2,0,2,1,1,4702
3,1,1,2,0,4703
2,1,2,1,0,4704
2,1,2,2,0,4705
2,1,1,2,0,4706
3,0,2,1,0,4707
1,1,3,1,0,4708
2,0,2,2,0,4709
3,1,3,1,0,4710
4,1,1,2,1,4711
2,1,3,1,0,4712
2,1,2,2,0,4713
1,1,2,1,0,4714
2,1,2,2,0,4715
2,1,2,2,0,4716
3,1,2,2,0,4717
1,0,1,1,0,4718
4,0,2,1,1,4719
4,0,2,2,0,4720
2,1,2,1,0,4721
2,1,2,2,0,4722
2,1,1,1,0,4723
1,1,1,1,0,4724
0,1,2,2,0,4725
3,0,2,0,1,4726
0,1,1,2,0,4727
1,1,2,2,0,4728
4,1,2,2,0,4729
3,1,2,2,1,4730
4,1,2,2,1,4731
1,1,1,1,0,4732
4,1,3,3,1,4733
3,1,3,2,0,4734
3,1,3,3,1,4735
4,1,3,3,1,4736
2,1,2,2,0,4737
2,1,3,2,0,4738
3,1,2,1,0,4739
3,1,2,2,0,4740
2,1,2,2,1,4741
4,1,3,3,0,4742
4,1,3,2,0,4743
3,1,2,2,1,4744
2,1,2,1,0,4745
2,1,2,2,0,4746
3,1,2,2,1,4747
2,1,3,2,0,4748
1,1,3,2,0,4749
3,1,3,2,0,4750
3,1,2,1,1,4751
2,1,3,2,0,4752
3,1,2,2,1,4753
1,1,2,2,0,4754
2,1,2,2,0,4755
0,1,1,2,0,4756
1,1,1,2,0,4757
3,1,2,1,0,4758
3,1,2,2,1,4759
0,1,1,2,0,4760
2,1,2,2,0,4761
2,1,2,1,0,4762
1,1,2,3,0,4763
3,1,1,1,0,4764
1,1,1,1,0,4765
4,1,1,2,0,4766
3,1,1,1,0,4767
1,1,1,1,0,4768
2,1,2,1,1,4769
2,1,1,1,0,4770
1,0,2,2,0,4771
2,1,1,2,0,4772
3,1,1,1,1,4773
2,1,2,2,0,4774
2,0,2,1,0,4775
3,1,1,1,0,4776
4,1,1,1,1,4777
2,0,2,2,0,4778
1,1,2,1,0,4779
2,1,1,1,0,4780
1,1,1,1,0,4781
3,0,2,2,0,4782
2,0,2,2,0,4783
3,0,1,2,0,4784
1,1,2,2,0,4785
1,1,2,1,0,4786
1,1,3,1,0,4787
1,1,1,1,0,4788
1,1,2,2,0,4789
1,1,2,2,0,4790
1,1,1,1,0,4791
3,0,2,2,0,4792
2,1,1,0,1,4793
2,1,2,1,0,4794
0,1,1,1,0,4795
2,1,1,3,0,4796
2,1,3,2,0,4797
2,1,3,2,0,4798
2,1,3,2,0,4799
1,1,2,2,0,4800
1,1,1,1,0,4801
1,1,1,2,0,4802
3,1,2,1,0,4803
4,1,2,3,1,4804
3,0,2,3,0,4805
1,0,2,2,0,4806
2,0,2,2,0,4807
3,0,2,2,1,4808
3,1,2,2,0,4809
2,1,1,2,0,4810
3,1,1,1,1,4811
3,0,2,2,0,4812
1,0,3,2,0,4813
0,1,1,1,0,4814
1,1,2,1,0,4815
1,1,1,1,0,4816
1,1,0,1,0,4817
1,1,1,1,0,4818
1,1,1,1,0,4819
1,1,2,2,0,4820
1,1,1,1,0,4821
3,1,2,2,0,4822
2,1,2,1,0,4823
1,1,1,1,0,4824
1,1,1,2,0,4825
1,1,1,2,0,4826
2,1,1,1,0,4827
2,1,1,1,0,4828
1,1,1,1,0,4829
2,1,2,2,0,4830
1,1,2,1,0,4831
1,1,2,1,0,4832
3,1,3,3,0,4833
1,1,2,3,0,4834
3,1,3,3,1,4835
3,1,3,3,1,4836
1,1,3,3,0,4837
2,1,3,2,0,4838
2,1,2,2,0,4839
2,1,3,3,0,4840
2,1,2,3,0,4841
2,1,3,3,0,4842
1,1,2,2,0,4843
3,1,3,3,0,4844
3,1,3,3,0,4845
4,1,3,3,0,4846
3,1,3,3,1,4847
3,1,2,2,0,4848
2,1,3,3,0,4849
3,1,3,3,0,4850
4,1,3,3,1,4851
0,1,2,2,0,4852
1,1,2,1,0,4853
1,1,2,1,0,4854
1,1,2,0,0,4855
1,1,2,1,0,4856
2,1,3,3,0,4857
3,1,3,3,1,4858
3,1,2,1,1,4859
2,1,3,3,0,4860
3,1,3,3,0,4861
1,1,3,3,0,4862
1,1,3,3,0,4863
2,1,3,3,0,4864
2,1,3,3,0,4865
2,1,3,3,0,4866
2,1,3,3,0,4867
4,1,3,2,1,4868
0,1,1,1,0,4869
2,1,1,1,0,4870
3,1,2,2,0,4871
3,1,2,2,0,4872
3,1,1,1,1,4873
3,0,1,1,0,4874
0,1,3,3,0,4875
4,0,1,2,0,4876
4,0,2,2,0,4877
1,1,2,2,0,4878
1,1,1,2,0,4879
0,1,1,2,0,4880
1,1,1,1,0,4881
2,1,0,2,0,4882
3,0,3,2,0,4883
3,0,3,2,0,4884
3,1,2,2,0,4885
2,1,2,2,0,4886
3,0,3,1,1,4887
2,1,2,1,0,4888
1,1,1,2,0,4889
3,1,2,1,0,4890
2,1,2,1,0,4891
2,1,2,1,0,4892
1,1,1,1,0,4893
3,0,0,0,0,4894
1,1,1,0,0,4895
3,1,3,0,1,4896
3,1,3,3,1,4897
3,1,3,3,0,4898
2,1,3,3,1,4899
3,1,3,3,1,4900
3,1,3,2,1,4901
4,1,3,3,1,4902
4,1,3,2,1,4903
3,1,2,2,1,4904
2,1,3,3,0,4905
4,1,3,3,1,4906
2,1,2,2,0,4907
2,1,1,1,0,4908
0,1,1,1,0,4909
2,1,1,1,0,4910
3,1,2,2,0,4911
3,0,2,3,1,4912
4,1,1,1,1,4913
3,0,1,2,1,4914
3,0,0,0,0,4915
3,0,2,2,0,4916
4,0,2,2,1,4917
4,0,2,2,1,4918
4,0,2,1,1,4919
0,1,2,1,0,4920
1,1,1,1,0,4921
4,0,2,2,1,4922
3,1,2,2,0,4923
4,0,1,2,1,4924
4,0,1,2,1,4925
1,1,1,2,0,4926
2,1,1,1,0,4927
2,1,1,1,0,4928
3,1,1,1,1,4929
1,1,1,1,0,4930
1,1,1,1,0,4931
3,0,2,2,1,4932
4,0,2,1,1,4933
2,0,1,1,0,4934
4,1,1,1,1,4935
4,1,1,1,1,4936
4,0,1,1,1,4937
4,0,1,2,1,4938
3,0,1,2,1,4939
3,0,1,1,1,4940
3,0,1,2,1,4941
3,0,1,2,1,4942
3,1,1,2,0,4943
3,0,1,2,1,4944
2,0,1,2,1,4945
3,0,1,2,1,4946
4,0,1,1,1,4947
2,1,1,1,0,4948
4,0,3,2,1,4949
4,1,2,2,1,4950
4,0,1,2,1,4951
3,0,1,2,1,4952
4,0,1,2,1,4953
4,0,1,2,1,4954
0,1,1,2,0,4955
4,0,2,1,1,4956
1,1,1,1,0,4957
4,0,2,2,1,4958
4,1,2,2,1,4959
3,0,1,1,1,4960
0,1,1,1,0,4961
2,1,1,1,1,4962
2,1,1,1,1,4963
3,0,1,2,1,4964
3,0,1,2,1,4965
3,0,1,1,1,4966
3,0,1,1,1,4967
4,1,3,1,1,4968
2,1,1,2,1,4969
4,0,2,2,1,4970
3,1,1,1,1,4971
4,0,1,2,1,4972
2,1,0,1,0,4973
4,0,1,2,1,4974
4,0,2,1,1,4975
4,0,1,1,1,4976
4,0,2,1,1,4977
4,0,2,2,1,4978
2,0,1,1,1,4979
2,0,1,2,0,4980
2,1,1,2,0,4981
3,0,1,1,1,4982
3,0,2,0,1,4983
4,0,1,2,1,4984
4,0,1,2,1,4985
4,0,1,2,0,4986
3,0,1,2,1,4987
3,0,2,2,1,4988
4,0,2,2,1,4989
4,0,1,1,1,4990
3,0,2,2,1,4991
3,0,1,2,1,4992
4,0,1,1,0,4993
2,1,2,2,1,4994
4,0,2,2,1,4995
4,0,1,2,1,4996
3,0,2,2,1,4997
4,0,1,2,1,4998
3,1,1,1,1,4999
4,0,1,1,1,5000
2,1,1,2,0,5001
0,1,1,1,0,5002
2,1,1,1,0,5003
2,1,1,2,1,5004
4,1,2,2,1,5005
3,0,2,1,1,5006
3,1,0,2,1,5007
4,0,1,1,1,5008
1,1,1,1,0,5009
3,0,1,1,1,5010
4,1,1,1,1,5011
4,0,1,2,1,5012
3,0,1,1,1,5013
4,0,2,1,1,5014
4,0,2,2,1,5015
3,0,2,2,0,5016
3,0,2,2,1,5017
4,0,2,2,1,5018
4,0,1,1,0,5019
1,1,0,0,0,5020
2,1,1,1,0,5021
4,0,2,1,1,5022
4,0,2,2,1,5023
4,0,2,1,1,5024
3,0,2,0,1,5025
4,0,1,2,1,5026
4,0,2,2,1,5027
3,0,2,2,0,5028
0,1,1,1,0,5029
4,0,1,2,1,5030
4,0,1,2,1,5031
4,1,1,2,1,5032
3,1,1,1,0,5033
4,0,2,2,1,5034
4,0,1,2,1,5035
4,0,1,2,1,5036
4,1,1,3,1,5037
2,1,1,2,0,5038
4,0,3,1,1,5039
2,0,1,1,0,5040
1,1,1,1,0,5041
3,0,2,1,1,5042
1,1,1,1,0,5043
3,1,1,1,1,5044
4,1,3,3,1,5045
4,1,2,0,0,5046
4,0,2,3,1,5047
3,0,1,1,1,5048
1,1,1,2,0,5049
4,0,1,2,1,5050
4,0,2,2,1,5051
3,1,1,1,1,5052
1,1,1,1,0,5053
4,1,1,1,1,5054
4,0,1,2,1,5055
4,0,1,2,1,5056
3,0,1,2,1,5057
3,0,0,2,1,5058
3,1,1,2,1,5059
4,0,1,2,1,5060
4,0,1,2,1,5061
4,1,1,1,1,5062
3,0,1,1,1,5063
2,0,2,2,1,5064
3,1,1,2,0,5065
3,0,1,2,0,5066
2,0,1,1,0,5067
1,1,2,1,0,5068
1,1,1,3,0,5069
3,0,1,2,0,5070
1,1,1,1,0,5071
3,0,2,3,0,5072
2,1,2,1,0,5073
3,0,2,3,1,5074
1,1,2,2,0,5075
1,1,1,2,0,5076
1,0,1,1,0,5077
2,1,2,2,1,5078
4,0,3,2,1,5079
2,1,2,1,1,5080
4,1,3,2,1,5081
3,1,1,1,1,5082
4,1,1,1,1,5083
2,0,1,1,0,5084
3,0,2,2,0,5085
0,1,1,2,0,5086
0,1,1,2,0,5087
2,1,1,2,1,5088
2,1,2,2,0,5089
3,1,2,2,0,5090
3,0,2,2,1,5091
3,0,2,2,0,5092
2,0,2,1,0,5093
4,0,1,3,0,5094
3,0,2,2,1,5095
3,0,2,2,1,5096
3,0,2,2,0,5097
3,0,1,1,1,5098
3,1,2,3,1,5099
3,0,1,3,1,5100
4,1,1,0,1,5101
2,1,2,2,0,5102
2,0,1,1,0,5103
4,0,2,3,1,5104
2,1,1,1,0,5105
2,1,1,2,1,5106
2,1,1,1,1,5107
3,0,2,2,0,5108
4,1,3,2,1,5109
0,1,2,2,0,5110
1,1,2,2,0,5111
1,1,1,3,0,5112
4,0,2,2,1,5113
1,1,2,2,0,5114
1,1,0,2,0,5115
2,1,1,1,0,5116
3,0,2,1,0,5117
3,1,2,2,1,5118
1,1,1,1,0,5119
2,1,1,2,0,5120
3,1,1,1,0,5121
1,1,1,2,0,5122
1,1,1,1,0,5123
1,0,2,2,0,5124
4,1,1,1,1,5125
1,1,2,2,0,5126
3,1,2,2,1,5127
2,0,2,1,0,5128
3,0,2,2,0,5129
4,1,2,2,1,5130
2,0,2,0,1,5131
3,0,2,1,1,5132
2,1,2,2,0,5133
2,1,2,2,0,5134
3,0,1,1,1,5135
3,1,2,1,0,5136
3,1,2,2,0,5137
3,0,2,2,0,5138
2,0,1,1,0,5139
3,0,2,3,1,5140
2,0,2,2,0,5141
4,0,1,1,1,5142
4,1,1,2,1,5143
2,1,2,2,0,5144
4,1,1,1,1,5145
3,0,2,2,1,5146
1,1,1,1,0,5147
4,1,2,2,1,5148
2,1,1,1,0,5149
4,1,2,2,1,5150
2,1,2,2,0,5151
1,0,1,2,1,5152
3,0,2,2,1,5153
3,0,2,1,1,5154
2,0,2,1,0,5155
1,1,1,1,0,5156
1,1,1,1,0,5157
4,0,3,1,1,5158
4,1,2,1,1,5159
2,1,2,2,0,5160
3,1,1,2,1,5161
2,0,2,2,1,5162
3,0,2,2,1,5163
4,0,2,2,1,5164
2,1,2,2,0,5165
3,0,2,1,0,5166
4,0,2,2,1,5167
4,1,2,2,1,5168
4,1,2,2,1,5169
1,1,1,1,0,5170
3,1,1,2,1,5171
4,0,2,3,1,5172
2,0,2,1,1,5173
3,1,1,1,0,5174
4,0,2,2,1,5175
4,0,1,1,1,5176
4,0,0,0,1,5177
3,0,1,2,0,5178
3,0,0,0,0,5179
4,0,0,0,1,5180
3,0,0,1,1,5181
4,0,1,1,1,5182
3,0,1,2,1,5183
2,0,1,1,1,5184
4,0,1,1,1,5185
4,0,2,2,1,5186
4,0,0,0,1,5187
4,0,1,1,1,5188
4,0,2,2,1,5189
4,0,1,1,1,5190
4,0,0,2,1,5191
4,0,1,2,1,5192
4,0,1,3,1,5193
4,0,1,1,1,5194
2,0,1,2,1,5195
3,0,0,0,0,5196
4,0,1,1,1,5197
4,0,0,0,1,5198
4,0,2,2,1,5199
4,0,0,0,1,5200
4,0,1,1,0,5201
4,0,0,1,1,5202
4,0,1,1,1,5203
4,0,0,0,1,5204
3,0,2,2,0,5205
4,0,0,0,1,5206
4,0,0,0,1,5207
3,0,0,0,1,5208
4,0,0,0,1,5209
4,0,1,1,1,5210
3,0,1,1,0,5211
4,0,1,1,1,5212
4,0,2,2,1,5213
4,0,0,0,1,5214
4,0,1,1,1,5215
4,0,0,0,1,5216
4,0,1,2,0,5217
4,0,2,2,1,5218
4,0,0,0,1,5219
4,0,2,2,1,5220
3,0,2,2,0,5221
4,0,2,2,1,5222
4,0,0,0,1,5223
3,0,0,0,0,5224
4,0,0,0,1,5225
4,0,1,1,1,5226
4,0,2,1,1,5227
4,0,1,1,1,5228
3,0,0,1,1,5229
3,0,0,0,1,5230
4,0,1,1,1,5231
4,0,0,0,1,5232
4,0,0,0,1,5233
